name,sample_text,lang_code,asjp-name,wals_family,ethnologue_family,glottolog_family,asjp_num,latitude,longitude,num_speakers,wals_code,iso_code,country,continent,top_level_family,manual_edit,wikipedia_link,ethnologue_link
Khasi,"Ïa ki bynriew baroh la 
kha laitluid bad ki ïaryngkat ha ka burom bad ki hok. Ha ki la bsiap da 
ka bor pyrkhat bad ka jingïatiplem bad ha ka mynsiem jingsngew shipara 
ki dei ban ïatrei bynrap lang.",kha,KHASI,AuA.KHASIAN,"Austro-Asiatic,Mon-Khmer,NorthernMon-Khmer,Khasian","Austroasiatic,Khasi-Palaung,Khasian,Khasi-Pnar-Lyngngam,Khasi-Pnar}",2,25.5,92,1050000,khs,kha,IND,Asia,Austroasiatic,,Khasi_language,
"Khmer, Central","មនុស្សទាំងអស់ 
កើតមកមានសេរីភាព និងសមភាព ក្នុងផ្នែកសេចក្ដីថ្លៃថ្នូរនិងសិទ្ធិ។ មនុស្ស 
មានវិចារណញ្ញាណនិងសតិសម្បជញ្ញៈជាប់ពីកំណើត 
ហើយគប្បីប្រព្រឹត្ដចំពោះគ្នាទៅវិញទៅមកក្នុងស្មារតីភាតរភាពជាបងប្អូន។",km,KHMER,AuA.KHMER,"Austro-Asiatic,Mon-Khmer,EasternMon-Khmer,Khmer","Austroasiatic,Khmeric}",2,12.5,105,16891230,khm,khm,KHM,Asia,Austroasiatic,,Khmer_language,
Kirghiz,"Бардык адамдар өз 
беделинде жана укуктарында эркин жана тең укуктуу болуп жаралат. Алардын
 аң‐сезими менен абийири бар жана бири‐бирине бир туугандык 
мамилекылууга тийиш.",ky,KYRGYZ,Alt.TURKIC,"Turkic,Western,Aralo-Caspian","Turkic,CommonTurkic,Kipchak,EastKipchak}",1,42,75,5351960,kfy,kir,KGZ,Asia,Turkic,,Kirghiz_language,
Kituba,"Bantu nyonso, na 
mbutukulu kevwandaka na kimpwanza ya bawu, ngenda mpe baluve ya mutindu 
mosi. Mayela na mbanzulu je na bawu, ni yawu yina bafwana kusalasana na 
bumpangi.",ktu,KITUBA,Oth.CREOLES_AND_PIDGINS,"Creole,Kongobased","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,KLCExtended,KikongoLanguageCluster,NuclearKLC,Kikongoic,KambakunyicKikongo,KilaadicKikongo,Central-SouthernKikongo,SoutheasternKikongo,SouthernKikongo,Koongo-Kituba}",1,-5,15.3,1750000,mkw,,COD,Africa,Atlantic-Congo,,Kituba_language,
Koongo,"Bantu nyonso, na mbutukulu
 kevwandaka na kimpwanza ya bawu, ngenda mpe baluve ya mutindu mosi. 
Mayela na mbanzulu je na bawu, ni yawu yina bafwana kusalasana na 
bumpangi.",kg,,,,,,,,6500000,,,,Africa,Atlantic-Congo,y,Kongo_language,
Korean,모든 인간은 태어날 때부터 자유로우며 그 존엄과 권리에 있어 동등하다. 인간은 천부적으로 이성과 양심을 부여받았으며 서로 형제애의 정신으로 행동하여야 한다.,ko,KOREAN,Kor.KOREAN,Koreanic,Koreanic},3,37.5,128,81520400,kor,kor,KOR,Asia,Koreanic,,Korean_language,
"Kpelle, Guinea","Nukan gele kaa pələ kaa 
tanɔn, yiliɓa nu kəle maawiyə pələ da tɔɔi gaa ɲei yɛnɛyii hu kɛpələ 
kaalɔ tanɔn; di kɛmɛni a nukan ŋaa ɓə gɛɛ hwəkɛli wɛlikɛmaa ə lɔ di 
luwai.",gkp,,,,,,,,1300000,,,,Africa,Mande,y,Kpelle_language,
"Kurdish, Central","Hemû mirov 
azad û di weqar û mafan de wekhev tên dinyayê. Ew xwedî hiş û şuûr in û 
divê li hember hev bi zihniyeteke bratiyê bilivin.",ckb-Latn,KURDISH_CENTRAL,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Kurdish","Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,CentralIranianPBS,CentralIranianPB,NorthwesternIranian,Laki-Kurdish,Kurdish}",1,36,44,5279300,krd,ckb,IRQ,Asia,Indo-European,,Sorani,
"Kurdish, Northern","Hemû mirov azad û di weqar
 û mafan de wekhev tên dinyayê. Ew xwedî hiş û şuûr in û divê li hember 
hev bi zihniyeteke bratiyê bilivin.",ku,,,,,,,,16000000,,,,Asia,Indo-European,y,Kurmanji,
Lao,"ມະນຸດເກີດມາມີສິດເສລີພາບ 
ແລະ ສະເໝີໜ້າກັນໃນທາງກຽດຕິສັກ ແລະ 
ທາງສິດດ້ວຍມະນຸດມີສະຕິສຳປັດຊັນຍະ(ຮູ້ດີຮູ້ຊົ່ວ)ແລະມີມະໂນທຳຈື່ງຕ້ອງປະພຶດຕົນ
ຕໍ່ກັນໃນທາງພີ່ນ້ອງ.",lo,LAO,TK.KAM-TAI,"Kra-Dai,Kam-Tai,Tai,Southwestern","Tai-Kadai,Kam-Tai,Daic-Beic,Daic,Central-SouthwesternTai,Wenma-SouthwesternTai,Sapa-SouthwesternTai,SouthwesternTai,SouthwesternThaiPH,Lao-Thai}",1,18,103,3702560,lao,lao,LAO,Asia,Tai-Kadai,,Lao_language,
Latvian,"Visi cilvēki piedzimst 
brīvi un vienlīdzīgi savā pašcieņā un tiesībās. Viņi ir apveltīti ar 
saprātu un sirdsapziņu, un viņiem jāizturas citam pret citu brālības 
garā.",lv,LATVIAN,IE.BALTIC,"Indo-European,Balto-Slavic,Baltic,Eastern","Indo-European,Balto-Slavic,EasternBaltic}",2,57,24,1529720,lat,lvs,LVA,Europe,Indo-European,,Latvian_language,
Lingala,"Bato nyɔ́nsɔ na mbótama 
bazalí nsɔ́mí mpé bakókání na limɛmya mpé makokí. Bazalí na 
mayɛ́lɛ mpé basengélí kovánda na bondeko o káti na bangó.",ln,C36d_LINGALA_2,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.30)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Ngiri,NgiriRiverainUbangi,NgiriRiverainUbangi-Ripuaire,Bobangic,BobangicRiverain,Bobangi-Bangala-Lingala,Lingala-Bangala}",1,2,18.5,2292520,lin,lin,COD,Africa,Atlantic-Congo,,Lingala_language,
Lithuanian,"Visi žmonės gimsta laisvi 
ir lygūs savo orumu ir teisėmis. Jiems suteiktas protas ir sąžinė ir jie
 turi elgtis vienas kito atžvilgiu kaip broliai.",lt,LITHUANIAN,IE.BALTIC,"Indo-European,Balto-Slavic,Baltic,Eastern","Indo-European,ClassicalIndo-European,Balto-Slavic,EasternBaltic}",1,55,24,2886790,lit,lit,LTU,Europe,Indo-European,,Lithuanian_language,
Luba-Kasai,"Bantu bonsu badi 
baledibwa badikadile ne badi ne makokeshi amwe. Badi ne lungenyi lwa 
bumuntu ne kondo ka moyo, badi ne bwa kwenzelangana malu mu buwetu.",lua,L31a_LUBA_KASAYI,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,L,Luba(L.31)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Luban,Luba-Kaonde,Lubaic,Bangubangu-Kasai}",1,-6,22,6360000,blu,lua,COD,Africa,Atlantic-Congo,,Luba-Kasai_language,
Mískito,"Upla sut ba kulkanka 
lakara, airaitka nanira bara pri, sin, aikuki, baku takisa. Bamna sins 
laka bri baku, lukanka bain pri baku aimuihni lakara, pana pana tabaikan
 kaiasa.",miq,MISKITO,Mis.MISUMALPAN,Misumalpan,Misumalpan},1,14,-83.67,143000,mis,miq,NIC,North America,Misumalpan,,Mískito_language,
Mòoré,"Ninsaalbã fãa sã n doge,
 ned fãa so a menga, ned pa rogd n yaa yamb ye, nebã fãa zema taab b 
yel-segdɩ la b burkĩndlem wɛɛngẽ. Nebã fãa tara yam la tagsgo, ned fãa 
togame n vɩɩnd ne a to saam-biir pʊgẽ.",mos,MOORE,NC.OTI-VOLTA,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central,Northern,Oti-Volta,Western,Northwest","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,NuclearOti-Volta,Gurma-Yom-Oti-VoltaOccidental,Oti-VoltaOccidental,NuclearOti-VoltaOccidental,NorthwestOti-Volta,Mossi-Farefare,Mossic}",1,12.83,-1.25,7984800,moo,mos,BFA,Africa,Atlantic-Congo,,Mòoré_language,
Maasai,Iyiolo iltung’anak pooki naa ketoiwuoki naa kenare enkishui o sipat. Naa kenare nikiyanyit irkulikae enaa ilalashera.,mas,MAASAI,ESu.EASTERN_NILOTIC,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Southern(nlanguages),Nilotic,Eastern,Lotuxo-Teso,Lotuxo-Maa,Ongamo-Maa","Nilotic,EasternNilotic,Teso-Lotuxo-Maa,Lotuxo-Maa,Ongamo-Maa,NuclearMaa}",1,-3,36,1872000,maa,mas,TZA,Africa,Nilotic,,Maasai_language,
Macedonian,"Сите човечки суштества се 
раѓаат слободни и еднакви по достоинство и права. Тие се обдарени со 
разум и совест и треба да се однесуваат еден кон друг во духот на општо 
човечката припадност.",mk,MACEDONIAN,IE.SLAVIC,"Indo-European,Balto-Slavic,Slavic,South,Eastern","Indo-European,ClassicalIndo-European,Balto-Slavic,Slavic,SouthSlavic,EasternSouthSlavic,Macedo-Bulgarian}",1,41.67,21.75,1713880,mcd,mkd,MKD,Europe,Indo-European,,Macedonian_language,
Madura,"Sadajana oreng lahir 
mardika e sarenge drajat klaban hak-hak se dha-padha. Sadajana eparenge 
akal sareng nurani ban kodu areng-sareng akanca kadi taretan.",mad,MADURESE,An.MALAYO-SUMBAWAN,"Austronesian,Malayo-Polynesian,Madurese","Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Maduresic}",1,-7,113.5,7790900,mdr,mad,,Asia,Austronesian,,Madura_language,
Magahi,"सब लोग आजादे जन्म लेब हई
 तथा सब के बराबरे सम्मान और अधिकार हइ। हुनखो के पास समझ-बूझ और अंत:करण 
के आवाज होब हई। और हुनका दोसरो के साथ भाईचारा के व्यवहार करे पड़ हई।",mag,MAGAHI,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bihari","Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Bihari,Magadhan}",1,23.5,85.5,20735600,mgh,mag,IND,Asia,Indo-European,,Magahi_language,
Maithili,"सभ मानव जन्मतः स्वतन्त्र
 अछि तथा गरिमा आʼ अधिकारमे समान अछि। सभकेँ अपन–अपन बुद्धि आʼ विवेक छैक 
आओर सभकेँ एक दोसराक प्रति सौहार्दपूर्ण व्यवहार करबाक चाही।",mai,MAITHILI,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bihari","Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Bihari,Magadhan}",1,26,86,33890000,mai,mai,IND,Asia,Indo-European,,Maithili_language,
Makhuwa,"Atthu othene aniyaria 
oolikana ni owilamula moota ontthunaya okhala, variyari v’edignidade ni 
edireito. Akhalanne esaria ni otthokelela, ahaana akhalasaka othene saya
 vamurettele.",vmw,,,,,,,,8600000,,,,Africa,Atlantic-Congo,y,Makhuwa_language,
Makonde,Vanu vohevohe vaidile n’chilambo valendene. Vanijaliwa ulimala vene. Pavele vanu pave na ulongo.,kde,MAKONDE,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,P,Yao(P.23)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Rufiji-Ruvuma,Ruvuma,Makonde-Makwe}",1,-11,40,1995000,mkd,kde,MOZ,Africa,Atlantic-Congo,,Makonde_language,
"Malagasy, Plateau","Teraka afaka sy mitovy zo 
sy fahamendrehana ny olombelona rehetra. Samy manan-tsaina sy 
fieritreretana ka tokony hifampitondra am- pirahalahiana.",mg,,,,,,,,25000000,,,,Africa,Austronesian,,Malagasy_language,
Malay (Arabic),"سموا مأنسي 
دلاهيركن بيبس دان سامرات دري سڬي كموليأن دان حق٢. مريك ممڤوڽاي ڤميكيرن 
دان ڤراسأن هاتي دان هندقله برتيندق د انتارا ساتو سام لائن دڠن سماڠت 
ڤرساودارأن.",zlm-Arab,MALAY,An.MALAYO-SUMBAWAN,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,Malay","Austronesian,Malayo-Polynesian,Malayo-Sumbawan,NorthandEastMalayo-Sumbawan,Malayic,NuclearMalayic,GreaterRiau-Johoric}",1,3,102,16178180,ktp,zlm,MYS,Asia,Austronesian,,Malay_language,
Malay (Latin),"Semua manusia 
dilahirkan bebas dan samarata dari segi kemuliaan dan hak-hak. Mereka 
mempunyai pemikiran dan perasaan hati dan hendaklah bertindak di antara 
satu sama lain dengan semangat persaudaraan.",zlm-Latn,MALAY,An.MALAYO-SUMBAWAN,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,Malay","Austronesian,Malayo-Polynesian,Malayo-Sumbawan,NorthandEastMalayo-Sumbawan,Malayic,NuclearMalayic,GreaterRiau-Johoric}",1,3,102,16178180,ktp,zlm,MYS,Asia,Austronesian,,Malay_language,
Malayalam,"മനുഷ്യരെല്ലാവരും 
തുല്യാവകാശങ്ങളോടും അന്തസ്സോടും സ്വാതന്ത്ര്യത്തോടുംകൂടി 
ജനിച്ചിട്ടുള്ളവരാണ്‌. അന്യോന്യം ഭ്രാതൃഭാവത്തോടെ പെരുമാറുവാനാണ്‌ 
മനുഷ്യന്നു വിവേകബുദ്ധിയും മനസ്സാക്ഷിയും സിദ്ധമായിരിക്കുന്നത്‌.",ml,MALAYALAM,Dra.DRAVIDIAN,"Dravidian,Southern,Tamil-Kannada,Tamil-Kodagu,Tamil-Malayalam,Malayalam","Dravidian,SouthDravidian,SouthDravidianI,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Malayalamoid}",1,10,76.5,37231970,mym,mal,IND,Asia,Dravidian,,Malayalam_language,
"Maninkakan, Eastern","Adamadennu bɛɛ sɔdɔnɲa 
kakan, hɔrɔya dɔ, fabadenɲa dɔ ani sariya ta fan dɔ. Hankili ni sɔnɔmɛ 
ye alu bɛɛ ma, a kakan wo dɔ alu ye bakelenɲa sila lataaman alu ɲɔɔn tɛ.",man,,,,,,,,4600000,,,,Africa,Mande,y,Maninka_language,
Mapudungun,"Kom pu mogence kisuzuam 
mvlekey, kom cegeygvn, logkogeygvn ka piwkegeygvn, nieygvn kimvn fey mew
 mvley tañi yamniewael ka epuñpvle kejuwael egvn.",arn,MAPUDUNGUN,Arc.ARAUCANIAN,Mapudungu,Araucanian},3,-38,-72,258410,map,arn,CHL,South America,Araucanian,,Mapudungun_language,
Marathi,"सर्व मानवी व्यक्ति जन्मतःच
 स्वतंत्र आहेत व त्यांना समान प्रतिष्ठा व समान अधिकार आहेत. त्यांना 
विचारशक्ति व सदसविद्वेकबुद्धि लाभलेली आहे. व त्यांनी एकमेकांशी 
बंधुत्याच्या भावनेने आचरण करावे.",mr,MARATHI,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Southern","Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Indo-AryanSouthernzone,Marathic,Marathi-Konkani,Old-ModernMarathi,ModernMarathi}",1,19,76,83132310,mhi,mar,IND,Asia,Indo-European,,Marathi_language,
Mbundu,"O athu woso avwala 
abhuluka ni kusokela mu kijingu ni mu itekelu. Ene ala ni ulungilu ni 
kilunji ni atokala kulaya kumoxi nya akwa mu mixima ya undandu.",kmb,MBUNDU,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Kimbundu(H.21)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbundu(H.20)}",1,-8.9,15.1,1700160,kmb,,AGO,Africa,Atlantic-Congo,,Mbundu_language,
Mende,"Numuvuisia Kpɛlɛɛ ta ti 
le tɛ yɛ nduwɔ ya hu, tao ti nuvuu yei kɛɛ ti lɔnyi maa hɛwungɔ. Kiiya 
kɛɛ hindaluahu gɔɔla a yɛlɔ ti hun. Fale mahoungɔ ti ti nyɔnyɔhu hoi kia
 ndeegaa.",men,MENDE,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Central-Southwestern,Southwestern,Mende-Loma,Mende-Bandi,Mende-Loko","Mande,WesternMande,Manding-Kpelle,SouthwestMande,Mende-Loma,Mende-Bandi,Mende-Loko}",1,7.83,-11.5,2111600,mde,men,SLE,Africa,Mande,,Mende_language,
Minangkabau,"Sadonyo manusia 
dilahiakan mardeka dan punyo martabat sarato hak-hak nan samo. Mareka 
dikaruniai aka jo hati nurani, supayo satu samo lain bagaul sarupo urang
 badunsanak.",min,MINANGKABAU,An.MALAYO-SUMBAWAN,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,Malay","Austronesian,Malayo-Polynesian,Malayo-Sumbawan,NorthandEastMalayo-Sumbawan,Malayic,NuclearMalayic,NorthernSumatraMalay,Kerinci-Minangkabau,Minangkabauic}",1,-1,101,4240000,min,min,IDN,Asia,Austronesian,,Minangkabau_language,
"Mixe, Totontepec","Tum akijpxa xa ve’e jayu
 kye’ex, ve’em ax jö’n tyukidaakjüva tijaty mëkin; ve’empa axjö’n jä 
jyööjtykin di yaknaxy, jats oy myujatyöö’tëjk di mëët nayjavajüt.",mto,NORTH_HIGHLAND_MIXE,MZ.MIXE-ZOQUE,"Mixe-Zoquean,Mixean,OaxacaMixean","Mixe-Zoque,Mixe,OaxacaMixe}",1,17.25,-96,5470,mtp,mto,MEX,North America,Mixe-Zoque,,Totontepec_Mixe,
"Mixtec, Metlatónoc","Taka ma ñayi nguiakoi 
ñayivi ñatu na ja'a tnu'u ja kusa'a ndeva'ña-i, su'uva kajito va'aña-i, 
yuka ku ja jiniñu'u ja kukototna-i.",mxv,,,,,,,,530000,,,,North America,Otomanguean,y,Mixtec_languages,
"Mongolian, Halh (Cyrillic)","Хүн бүр төрж 
мэндлэхэд эрх чөлөөтэй, адилхан нэр төртэй, ижил эрхтэй байдаг. Оюун 
ухаан, нандин чанар заяасан хүн гэгч өөр хоорондоо ахан дүүгийн үзэл 
санаагаар харьцах учиртай.",mn-Cyrl,,,,,,,,3000000,,,,Asia,Mongolic,y,Khalkha_Mongolian,
"Mongolian, Halh (Mongolian)","ᠬᠦᠮᠦᠨ ᠪᠦᠷ ᠲᠥᠷᠥᠵᠦ ᠮᠡᠨᠳᠡᠯᠡᠬᠦ ᠡᠷᠬᠡ ᠴᠢᠯᠥᠭᠡ ᠲᠡᠢ᠂ ᠠᠳᠠᠯᠢᠬᠠᠨ ᠨᠡᠷ᠎ᠡ 
ᠲᠥᠷᠥ ᠲᠡᠢ᠂ ᠢᠵᠢᠯ ᠡᠷᠬᠡ ᠲᠡᠢ ᠪᠠᠢᠠᠭ᠃ ᠣᠶᠤᠨ ᠤᠬᠠᠭᠠᠨ᠂ ᠨᠠᠨᠳᠢᠨ ᠴᠢᠨᠠᠷ ᠵᠠᠶᠠᠭᠠᠰᠠᠨ ᠬᠦᠮᠦᠨ
 ᠬᠡᠭᠴᠢ ᠥᠭᠡᠷ᠎ᠡ ᠬᠣᠭᠣᠷᠣᠨᠳᠣ᠎ᠨ ᠠᠬᠠᠨ ᠳᠡᠭᠦᠦ ᠢᠨ ᠦᠵᠢᠯ ᠰᠠᠨᠠᠭᠠ ᠥᠠᠷ ᠬᠠᠷᠢᠴᠠᠬᠥ 
ᠤᠴᠢᠷ ᠲᠠᠢ᠃",mn-Mong,,,,,,,,3000000,,,,Asia,Mongolic,y,Khalkha_Mongolian,
Morisyen,"Tou imin vinn lor later 
lib ek egal an drwa ek an dignite. Zot ne avek fakilte rezone e avek enn
 konsians e zot bizin azir enn anver lot dan enn espri fraternite.",mfe,MAURITIAN,Oth.CREOLES_AND_PIDGINS,"Creole,Frenchbased","Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Isle-de-FranceCreole}",1,-20.33,57.5,1027800,mcr,mfe,,Africa,Indo-European,,Morisyen_language,
Moro,"Leđa pređ lalǝŋǝnia 
lëbǝrëinialo na lǝɽǝwaṯo eŋen ŋǝđamia na eŋen pređ iŋi ŋǝrcađaṯo ṯa leđa
 alǝfiđi. Lënŋulu pređ lananëinu đǝnaca đame ɽetǝɽeto na ara gǝŋǝra 
ŋenŋanṯa alǝɽǝwađaṯe alamǝđaiđe bǝɽan usilaga gǝŋǝlǝŋǝnia na gǝŋorba.",mor,MORO,Krd.HEIBAN,"Niger-Congo,Kordofanian,Heiban,West-Central,Western","Heibanic,West-CentralHeibanic,WesternHeibanic}",1,11,30.17,72000,mro,mor,SDN,Africa,Heibanic,,Moro_language,
"Nahuatl, Central","Nochi tlakamej uan 
siuamej kipiaj manoj kuali tlakatisej, nochi san se totlatechpouiltilis 
uan titlatepanitalojkej, yeka moneki kuali ma timouikakaj, ma 
timoiknelikaj, ma timotlasojtlakaj uan ma timotlepanitakaj.",nhn,NAHUATL_SAN_MIGUEL_AYOTLA,UA.AZTECAN,"Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,CoreNahua,Nahuatl","Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,Aztec,WesternNahuatl,CentralNahuatl}",1,18.67,-98.37,40000,nhc,nhn,MEX,North America,Uto-Aztecan,,Central_Nahuatl_languages,
Navajo,"Bilaʼashdaʼii tʼáá ałtsoh 
yiníkʼehgo bidizhchįh dóó aheełtʼeego ílį́į́go bee baahóchįʼ. Eíí háníʼ 
dóó hánítshakees hwiihdaasyaʼ eíí binahjį́ʼ ahidiníłnáhgo álíleekʼehgo 
kʼé bee ahił niidlį́.",nv,NAVAHO,NDe.ATHAPASKAN,"Eyak-Athabaskan,Athabaskan,Apachean","Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan,Apachean,SouthwesternApachean,WesternSouthwesternApachean}",1,36.17,-108,167000,nav,nav,USA,North America,Athabaskan-Eyak-Tlingit,,Navajo_language,
Ndebele,"Abantu bonke bazalwa 
bekhululekile njalo belingana kumalungelo abo. Balesipho sikanembeza, 
ngakho bamele baphathane ngomoya otshengisa ubuhlobo lobunye.",nr,NDEBELE,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,S,Nguni(S.407)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Nguni-Tsonga,Nguni(S.40),SouthernNdebele-Lowland,Zulu-Xhosa}",1,-25.33,29,2490000,ndb,nbl,ZAF,Africa,Atlantic-Congo,,Ndebele_language,
Nepali,"सबै व्यक्ति हरू जन्मजात 
स्वतन्त्र हुन ती सबैको समान अधिकार र महत्व छ। निजहरूमा विचार शक्ति र 
सद्धिचार भएकोले निजहरूले आपसमा भातृत्वको भावना बाट व्यवहार गर्नु पर्छ।",ne,NEPALI,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Eastern,EasternPahari","Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthernzone,EasternPahari}",1,28,85,16040300,nep,npi,NPL,Asia,Indo-European,,Nepali_language,
"Norwegian, Bokmål","Alle mennesker er født 
frie og med samme menneskeverd og menneskerettigheter. De er utstyrt med
 fornuft og samvittighet og bør handle mot hverandre i brorskapets ånd.",nb,,,,,,,,4320000,,,,Europe,Indo-European,y,Norwegian_language,
"Norwegian, Nynorsk","Alle menneske er fødde til
 fridom og med same menneskeverd og menneskerettar. Dei har fått fornuft
 og samvit og skal leve med kvarandre som brør.",nn,,,,,,,,4320000,,,,Europe,Indo-European,y,Norwegian_language,
Nuosu,ꊿꂷꃅꄿꐨꐥ，ꌅꅍꀂꏽꐯꒈꃅꐥꌐ。ꊿꊇꉪꍆꌋꆀꁨꉌꑌꐥ，ꄷꀋꁨꂛꊨꅫꃀꃅꐥꄡꑟ。,ii,NUOSU_YI,ST.BURMESE-LOLO,"Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,Ngwi,Northern","Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Ni-Li-Kazhouish,SoutheasternNgwi,Nisoid,NuclearNisoid,Nasu-Nosu}",1,27.88,102.27,2000000,yi,iii,CHN,Asia,Sino-Tibetan,,Nuosu_language,
Nyamwezi,"Banhu bose bubyalagwa biyagalulile, n’ikujo haki zilenganelile.",nym,KINYAMWEZI,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,F,Sukuma-Nyamwezi(F.22)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,Sukuma-Nyamwezi(F.20),Nyamwezic}",1,-5,33,1470000,nym,nym,TZA,Africa,Atlantic-Congo,,Nyamwezi_language,
Nyanja (Chechewa),"Anthu onse amabadwa aufulu
 ndiponso ofanana mu ulemu ndi ufulu wao. Iwowa ndi wodalitsidwa ndi 
mphamvu zoganiza ndi chikumbumtima ndipo achitirane wina ndi mnzake 
mwaubale.",ny,CEWA,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,N,Chewa-Nyanja(N.31)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Tumbuka-Sena-Nyanja,Sena-Nyanja,Nyanjaic}",1,-14,34,14380700,cic,nya,MWI,Africa,Atlantic-Congo,,Nyanja_language,
Nyanja (Chinyanja),"Anthu onse amabadwa mwa 
ufulu ndiponso olinganga m' makhalidwe ao. Iwo amakhala ndi nzeru za 
cibadwidwe kotero ayenera kucitirana zabwino wina ndi mnzace.",ny,CEWA,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,N,Chewa-Nyanja(N.31)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Tumbuka-Sena-Nyanja,Sena-Nyanja,Nyanjaic}",1,-14,34,14380700,cic,nya,MWI,Africa,Atlantic-Congo,,Nyanja_language,
